arabic,arabic_romanization,hebrew,hebrew_romanization,layers
رغب,raḡiba,רעב,ra'év,direct_cognate_ar→he;direct_cognate_he→ar
رف,raff,רפפות,,direct_cognate_ar→he
رفأ,rafaʔa,רפא,rafá,direct_cognate_he→ar
رفه,rafuha,רפה,rafé,direct_cognate_ar→he
رقش,,ברקוס,barkós,direct_cognate_he→ar
رقص,raqaṣa,רקד,raqád,direct_cognate_ar→he;direct_cognate_he→ar
رقف,raqaf,רקפת,rakéfet,direct_cognate_he→ar
رقيق,raqīq,רך,rakh,direct_cognate_ar→he
ركب,rakiba,רכב,rékhev,direct_cognate_ar→he;direct_cognate_he→ar
ركبة,rukba,ברך,bérekh,shared_proto_semitic_root
ركز,rakaza,ר־כ־ז,,direct_cognate_ar→he
ركض,rakaḍa,רץ,rats,direct_cognate_ar→he
ركع,rakaʕa,כרע,karáʿ,direct_cognate_ar→he
رمان,rummān,-,,direct_cognate_ar→he
رمان,rummān,רימון,rimón,direct_cognate_he→ar
رمح,rumḥ,רומח,rómakh,direct_cognate_ar→he;direct_cognate_he→ar
رمز,ramz,רמז,ramáz,direct_cognate_ar→he;direct_cognate_he→ar
رمش,rimš,ריס,ris,direct_cognate_he→ar
رمض,,רמץ,rémets,direct_cognate_he→ar
رند,rand,נרד,nerd,direct_cognate_ar→he
رهب,rahiba,רהב,ráhav,direct_cognate_ar→he
روبوت,rōbōt,רובוט,robot,shared_borrowing_source
روبيان,rūbiyān,ארבה,arbé,shared_proto_semitic_root
روح,rūḥ,רוח,rúakh,direct_cognate_ar→he;direct_cognate_he→ar
روحاني,rūḥāniyy,רוחני,rukhaní,direct_cognate_ar→he;direct_cognate_he→ar
روم,rūm,רומנוס,romanos,shared_borrowing_source
رومية,rūmiya,רומי,rómi,shared_borrowing_source
روى,rawā,ירה,yará,direct_cognate_he→ar
ريق,rīq,רוק,roq,direct_cognate_he→ar
ريم,raym,ר־ו־ם,r-w-m,shared_proto_semitic_root;shared_borrowing_source
ريم,raym,ראם,r'ém,direct_cognate_he→ar
ريم,raym,רם,rám,direct_cognate_ar→he;shared_proto_semitic_root
ريو دي جانيرو,riyō dī jānērō,ריו דה ז׳ניירו,riu de janeiru,shared_borrowing_source
زانية,zāniya,זונה,zoná,direct_cognate_he→ar
زاوية,zāwiya,זווית,zavít,direct_cognate_he→ar
زبالة,zubāla,זבל,zével,direct_cognate_he→ar
زبرجد,zabarjad,אזמרגד,izmargád,shared_borrowing_source
زبل,zabbala,זבל,zével,direct_cognate_ar→he;direct_cognate_he→ar
زبور,zabūr,דיבור,dibúr,direct_cognate_ar→he
زجاج,zujāj,זכוכית,zkhukhít,direct_cognate_he→ar
زجاجة,zujāja,זכוכית,zkhukhít,direct_cognate_ar→he
زحل,zuḥal,זחל,zákhal,direct_cognate_ar→he
زرجون,zarjūn,זרגון,,direct_cognate_ar→he
زرجون,zarjūn,זרדים,,direct_cognate_ar→he
زرزور,zurzūr,זרזיר,zarzír,direct_cognate_ar→he
زرع,zaraʕa,זרע,zará',direct_cognate_ar→he;direct_cognate_he→ar;shared_proto_semitic_root
زعتر,zaʕtar,הדס,haḏás,direct_cognate_he→ar
زعتر,zaʕtar,צתרה,tsatra,direct_cognate_ar→he
زعزع,zaʕzaʕa,זוועה,zva'á,direct_cognate_he→ar
زعزع,zaʕzaʕa,זעזע,zi'zéa',direct_cognate_ar→he;direct_cognate_he→ar
زعف,,זעף,za'áf,direct_cognate_he→ar
زعق,zaʕaqa,זעק,za'ák,direct_cognate_ar→he
زفت,zift,זפת,zéfet,direct_cognate_ar→he;direct_cognate_he→ar
زكوة,zakāh,זכות,zkhut,direct_cognate_he→ar
زمام,zimām,זמם,zamám,direct_cognate_he→ar
زمام,zimām,נזם,nézem,direct_cognate_ar→he;direct_cognate_he→ar
زمان,zamān,זמן,zmán,shared_borrowing_source
زمر,zamara,-,,direct_cognate_ar→he
زمر,zamara,ז־מ־ר,z-m-r,shared_proto_semitic_root
زمر,zamara,זמר,zamár,shared_proto_semitic_root
زمرد,zumurrud,אזמרגד,izmargád,shared_borrowing_source
زنبور,zunbūr,דבורה,dvorá,direct_cognate_ar→he
زنفل,,סנפיר,s'napír,direct_cognate_he→ar
زنى,zanā,זנה,zaná,direct_cognate_ar→he;direct_cognate_he→ar
زوج,zawj,זוג,zúg,direct_cognate_he→ar;shared_borrowing_source
زوفا,zūfā,אזוב,ʾēzṓḇ,direct_cognate_ar→he
زول,zawl,זולת,zulát,direct_cognate_ar→he;direct_cognate_he→ar
زي,zayy,זו,zó,direct_cognate_ar→he
زيت,zayt,זית,záyit,direct_cognate_he→ar
زير,zīr,סיר,sír,direct_cognate_he→ar
س ب ر,,ס־ב־ר,s-b-r,direct_cognate_he→ar
س ر د,,ס־ד־ר,s-d-r,direct_cognate_he→ar
س ع د,,ס־ע־ד,s-ʿ-d,direct_cognate_he→ar
سأل,saʔala,שאל,sha'ál,direct_cognate_ar→he;direct_cognate_he→ar
سؤال,suʔāl,שאלה,sh'elá,direct_cognate_ar→he;direct_cognate_he→ar
سئب,,שאב,sha'áv,direct_cognate_he→ar
سائر,sāʔir,שאר,sh'ár,direct_cognate_ar→he
ساجور,sājūr,סגור,sagúr,direct_cognate_ar→he
ساجور,sājūr,סגר,sagár,direct_cognate_ar→he
ساجور,sājūr,סוגר,sogér,direct_cognate_ar→he
سار,sāra,סיסרא,sis'rá,direct_cognate_he→ar
ساعة,sāʕa,שעה,sha'á,direct_cognate_ar→he;direct_cognate_he→ar
ساعد,sāʕada,סעד,,direct_cognate_ar→he
سافر,sāfara,ספר,séfer,direct_cognate_ar→he
سافل,sāfil,שפלה,shfelá,direct_cognate_ar→he
ساق,sāqa,שוק,shuk,direct_cognate_ar→he;direct_cognate_he→ar
سالونيك,sālōnīk,סלוניקי,,direct_cognate_ar→he
سام,sāmin,שם,shem,direct_cognate_ar→he
ساندويتش,sandwitš,סנדוויץ׳,séndvich,shared_borrowing_source
ساوى,sāwā,שוה,,direct_cognate_ar→he
سبب,sabbaba,סיבה,sibá,direct_cognate_ar→he;direct_cognate_he→ar
سبح,sabḥ,שבח,shévakh,direct_cognate_he→ar
سبح,sabḥ,שיבח,shibéakh,direct_cognate_ar→he;direct_cognate_he→ar
سبط,sabuṭa,שבט,shévet,shared_proto_semitic_root
سبعة,sabʕa,שבע,shéva',shared_proto_semitic_root
سبعة,sabʕa,שבעה,shiv'á,shared_proto_semitic_root
سبق,sabaqa,שוק,shuk,direct_cognate_he→ar
سبى,sabā,שבה,shavá,direct_cognate_ar→he;direct_cognate_he→ar
سبي,saby,שבי,shévi,direct_cognate_ar→he
سبيل,sabīl,שביל,sh'víl,direct_cognate_ar→he;direct_cognate_he→ar
ستة,sitta,שישה,shishá,shared_proto_semitic_root
ستة,sitta,שש,shésh,shared_proto_semitic_root
ستر,satara,סתר,séter,direct_cognate_ar→he;direct_cognate_he→ar
سجد,sajada,מסגד,misgád,direct_cognate_he→ar
سجد,sajada,סגד,sagád,direct_cognate_ar→he
سجل,sajjala,שגל,shagál,direct_cognate_he→ar
سحاف,suḥāf,שחפת,shaḥéfet,direct_cognate_ar→he;direct_cognate_he→ar
سحر,saḥar,ש־ח־ר,sh-kh-r,shared_proto_semitic_root
سحر,saḥar,שחר,shákhar,direct_cognate_ar→he;direct_cognate_he→ar;shared_proto_semitic_root
سدر,sadira,שדר,shéder,direct_cognate_ar→he
سرد,sarada,סדר,séder,direct_cognate_ar→he;direct_cognate_he→ar
سرطان,saraṭān,סרטן,sartán,direct_cognate_ar→he;direct_cognate_he→ar
سطح,saṭaḥa,שטח,shétakh,direct_cognate_ar→he
سطح,saṭaḥa,שטיח,shatíakh,direct_cognate_he→ar
سطر,saṭara,שוטר,shotér,shared_borrowing_source
سطر,saṭara,שטר,shtar,direct_cognate_he→ar;shared_borrowing_source
سعر,siʕr,שער,shá'ar,direct_cognate_ar→he;direct_cognate_he→ar
سعل,saʕala,השתעל,hishta'él,direct_cognate_he→ar
سعير,saʕīr,סער,sá'ar,direct_cognate_ar→he
سفر,safar,ספר,séfer,direct_cognate_he→ar;shared_borrowing_source
سفرجل,safarjal,אספרגל,,direct_cognate_ar→he
سفك,safaka,שפך,shafákh,direct_cognate_he→ar
سفود,saffūd,שיפוד,shipúd,direct_cognate_ar→he
سفينة,safīna,ספינה,sfiná,direct_cognate_ar→he;shared_borrowing_source
سقى,saqā,השקה,hishká,direct_cognate_ar→he
سك,sakka,סיכה,siká,direct_cognate_he→ar
سكت,sakata,שקט,shakát,direct_cognate_ar→he
سكر,sukkar,סוכר,sukár,direct_cognate_he→ar
سكر,sukkar,שכר,sakhár,direct_cognate_ar→he;direct_cognate_he→ar;shared_proto_semitic_root
سكن,sakana,שכן,shakhán,direct_cognate_ar→he;direct_cognate_he→ar
سكين,sikkīn,סכין,sakín,direct_cognate_ar→he;direct_cognate_he→ar
سل,salla,שלל,shalál,direct_cognate_ar→he
سلام,salām,שלום,shalóm,direct_cognate_ar→he;direct_cognate_he→ar
سلام عليكم,salām ʕalaykum,שלום עליכם,shalóm alekhém,direct_cognate_ar→he
سلباح,silbāḥ,צלופח,tslofákh,direct_cognate_ar→he
سلة,salla,סל,sal,direct_cognate_he→ar
سلة,salla,סלון,salón,direct_cognate_ar→he
سلحفاة,sulaḥfāh,שלחופה,shalkhufá,shared_borrowing_source
سلخ,salaḵa,שלח,shalákh,direct_cognate_ar→he
سلسلة,silsila,שרשרת,sharshéret,direct_cognate_ar→he
سلط,sallaṭa,שלט,shélet,direct_cognate_he→ar
سلطان,sulṭān,שלטון,shiltón,direct_cognate_ar→he;direct_cognate_he→ar
سلع,sallaʕa,סלע,séla,direct_cognate_he→ar
سلفي,salafiyy,סלפי,sélfi,shared_borrowing_source
سلق,salaqa,סלק,sélek,direct_cognate_he→ar
سلق,salaqa,קלס,keles,direct_cognate_ar→he
سلم,silm,סולם,sulám,direct_cognate_he→ar
سلم,silm,שילם,shilém,direct_cognate_ar→he
سلوى,salwā,שלוה,shalvá,direct_cognate_ar→he
سلوى,salwā,שלווה,šalwɔ̂,direct_cognate_he→ar
سلوى,salwā,שליו,shalév,direct_cognate_he→ar
سلى,salan,שליה,,direct_cognate_ar→he
سم,samma,סם,sam,direct_cognate_ar→he;direct_cognate_he→ar
سماء,samāʔ,שמים,shamáyim,shared_proto_semitic_root
سمحاق,simḥāq,א־ח־ר,ʾ-kh-r,shared_proto_semitic_root
سمحاق,simḥāq,ב־ר־ך,b-r-k,shared_proto_semitic_root
سمحاق,simḥāq,ג־נ־ן,g-n-n,shared_proto_semitic_root
سمحاق,simḥāq,דוד,dod,shared_proto_semitic_root
سمحاق,simḥāq,י־ש־ב,y-sh-b,shared_proto_semitic_root
سمحاق,simḥāq,ידה,yadá,shared_proto_semitic_root
سمحاق,simḥāq,ירה,yará,shared_proto_semitic_root
سمحاق,simḥāq,כבד,kavéd,shared_proto_semitic_root
سمحاق,simḥāq,כיפר,kipér,shared_proto_semitic_root
سمحاق,simḥāq,כרוב,kruv,shared_proto_semitic_root
سمحاق,simḥāq,מחסנית,makhsanít,shared_proto_semitic_root
سمحاق,simḥāq,צלחת,tsalákhat,shared_proto_semitic_root
سمر,samara,שמר,shamár,direct_cognate_ar→he
سمسم,simsim,שומשום,shumshóm,direct_cognate_he→ar
سمع,samiʕa,ש־מ־ע,sh-m-ʿ,shared_proto_semitic_root
سمع,samiʕa,שמע,shéma,direct_cognate_ar→he;direct_cognate_he→ar;shared_proto_semitic_root
سمع,samiʕa,שמעון,shim'ón,direct_cognate_he→ar
سمك,samak,סמך,samákh,direct_cognate_ar→he
سمن,samina,שמן,shémen,shared_proto_semitic_root
سمن,samina,שמנת,shaménet,direct_cognate_he→ar
سمين,samīn,שמן,shémen,direct_cognate_he→ar
سن,sanna,ש,sh,shared_proto_semitic_root
سن,sanna,שן,shen,shared_proto_semitic_root
سن,sanna,שנן,shanán,direct_cognate_he→ar
سنا,sanā,סנה,s'ne,direct_cognate_ar→he
سنا,sanā,ש,sh,shared_proto_semitic_root
سنا,sanā,שן,shen,shared_proto_semitic_root
سنا,sanā,שני,shnei,direct_cognate_ar→he
سنا#Etymology 2,,סנה,s'ne,direct_cognate_he→ar
سنبل,sunbul,שבלת,shibólet,direct_cognate_ar→he
سنبلة,sunbula,שיבולת,shibólet,direct_cognate_he→ar
سنة,sana,שינה,shená,direct_cognate_he→ar
سنة,sana,שנה,shaná,direct_cognate_ar→he;shared_proto_semitic_root
سنجار,sinjār,שנער,shin'ár,direct_cognate_ar→he
سندان,sandān,סדן,sadán,direct_cognate_ar→he;direct_cognate_he→ar;shared_borrowing_source
سنديان,sindiyān,סד,,direct_cognate_ar→he
سنط,sanṭ,שיטה,shitá,direct_cognate_he→ar
سنن,sannana,שינן,shinén,direct_cognate_he→ar
سنور,sinnawr,שנר,,direct_cognate_ar→he
سنونو,sunūnū,סנונית,snunít,direct_cognate_ar→he;direct_cognate_he→ar
سوس,sūs,סס,,direct_cognate_ar→he
سوسن,sawsan,שושן,shoshán,shared_borrowing_source
سوسن,sawsan,שושנה,shoshaná,shared_borrowing_source
سوط,sawṭ,שוט,shot,direct_cognate_he→ar
سوف,sawfa,-,,direct_cognate_ar→he
سوف,sawfa,סוף,sóf,shared_borrowing_source
سوق,sūq,שוק,shuk,direct_cognate_ar→he;direct_cognate_he→ar;shared_borrowing_source
سوي,sawiya,שווה,shavé,direct_cognate_ar→he
سياج,siyāj,סיג,sə'yág,direct_cognate_ar→he;direct_cognate_he→ar
سير,sayr,סר,sar,direct_cognate_ar→he
سيف,sayf,סיף,sáyif,direct_cognate_ar→he;direct_cognate_he→ar
سيما,sīmā,סימן,simán,direct_cognate_he→ar
ش,šīn,ש,sh,direct_cognate_ar→he;direct_cognate_he→ar;shared_proto_semitic_root;shared_borrowing_source
ش,šīn,שן,shen,shared_proto_semitic_root
شاء,šāʔa,שה,sé,direct_cognate_ar→he;direct_cognate_he→ar
شاة,šāh,שה,sé,direct_cognate_ar→he
شانئ,šāniʔ,שונא,soné,direct_cognate_ar→he
شباط,šubāṭ,שבט,shévet,shared_borrowing_source
شبث,šibiṯṯ,שבת,shabát,direct_cognate_ar→he;direct_cognate_he→ar;shared_borrowing_source
شبر,šibr,שבר,shéver,shared_proto_semitic_root
شبع,šabiʕa,ש־ב־ע,sh-b-ʿ,direct_cognate_he→ar
شبع,šabiʕa,שבע,shéva',direct_cognate_ar→he;direct_cognate_he→ar
شبكة,šabaka,שבכה,,direct_cognate_ar→he
شبه,šabiha,השווה,hishvá,direct_cognate_ar→he
شبور,šabbūr,שופר,shofár,direct_cognate_ar→he
شتاء,šitāʔ,סתו,s'táv,direct_cognate_ar→he
شتاء,šitāʔ,סתיו,s'táv,direct_cognate_he→ar
شتان,šattāna,השתנה,hishtaná,direct_cognate_he→ar
شحط,šaḥaṭa,שחט,shakhát,direct_cognate_ar→he
شر,šarra,סרר,sarár,direct_cognate_he→ar
شرش,širš,שורש,šóreš,shared_proto_semitic_root
شرموطة,šarmūṭa,סמרטוט,smartút,direct_cognate_ar→he
شرى,šarā,שרה,sará,direct_cognate_ar→he;direct_cognate_he→ar
شريط,šarīṭ,סרט,séret,direct_cognate_he→ar
شعر,šaʕara,שיער,se'ár,direct_cognate_ar→he;shared_proto_semitic_root;shared_borrowing_source
شعر,šaʕara,שיר,shir,direct_cognate_ar→he
شعر,šaʕara,שירה,shirá,direct_cognate_ar→he
شعر,šaʕara,שער,shá'ar,direct_cognate_he→ar;shared_proto_semitic_root;shared_borrowing_source
شعر#Etymology_2,,שיער,se'ár,direct_cognate_he→ar
شعر#Etymology_3,,שירה,shirá,direct_cognate_he→ar
شعير,šaʕīr,שעורה,se'orá,direct_cognate_ar→he
شفة,šafa,שפה,safá,shared_proto_semitic_root
شفع,šafaʕa,שפע,shafá',direct_cognate_ar→he;direct_cognate_he→ar
شفلح,šafallaḥ,א־ח־ר,ʾ-kh-r,shared_proto_semitic_root
شفلح,šafallaḥ,ב־ר־ך,b-r-k,shared_proto_semitic_root
شفلح,šafallaḥ,ג־נ־ן,g-n-n,shared_proto_semitic_root
شفلح,šafallaḥ,דוד,dod,shared_proto_semitic_root
شفلح,šafallaḥ,י־ש־ב,y-sh-b,shared_proto_semitic_root
شفلح,šafallaḥ,ידה,yadá,shared_proto_semitic_root
شفلح,šafallaḥ,ירה,yará,shared_proto_semitic_root
شفلح,šafallaḥ,כבד,kavéd,shared_proto_semitic_root
شفلح,šafallaḥ,כיפר,kipér,shared_proto_semitic_root
شفلح,šafallaḥ,כרוב,kruv,shared_proto_semitic_root
شفلح,šafallaḥ,מחסנית,makhsanít,shared_proto_semitic_root
شفلح,šafallaḥ,צלחת,tsalákhat,shared_proto_semitic_root
شكر,šakara,שכר,sakhár,direct_cognate_ar→he
شلال,šallāl,שלולית,shlulít,direct_cognate_he→ar
شمال,šimāl,שמאל,s'mól,direct_cognate_ar→he;direct_cognate_he→ar;shared_proto_semitic_root
شمبانيا,šambānyā,קמפוס,kampus,shared_borrowing_source
شمبانيا,šambānyā,קמפיין,kampéin,shared_borrowing_source
شمبانيا,šambānyā,שמפניה,shampánya,shared_borrowing_source
شمر,šamara,שומר,shumár,direct_cognate_ar→he;direct_cognate_he→ar;shared_borrowing_source
شمس,šams,שמש,shémesh,shared_proto_semitic_root
شملة,,שמלה,simlá,direct_cognate_he→ar
شنأ,šanaʔa,שנא,sané,direct_cognate_ar→he;direct_cognate_he→ar
شهر,šahr,סהר,sáhar,direct_cognate_he→ar
شهر,šahr,שהר,sáhar,direct_cognate_he→ar;shared_proto_semitic_root
شهيد,šahīd,שהד,sahéd,direct_cognate_ar→he;direct_cognate_he→ar
شوفان,šūfān,שיפון,shifón,direct_cognate_ar→he;direct_cognate_he→ar
شوك,šawk,שך,,direct_cognate_ar→he
شيح,šīḥ,שיח,síakh,direct_cognate_he→ar
شيراز,šīrāz,שיראז,shiraz,shared_borrowing_source
شيطان,šayṭān,שטן,śāṭān,direct_cognate_ar→he;direct_cognate_he→ar
شيعة,šīʕa,סיעה,si'á,direct_cognate_ar→he;direct_cognate_he→ar
شيك,šīk,צ׳ק,chek,shared_borrowing_source
صابون,ṣābūn,סבון,sabón,shared_borrowing_source
صاد,ṣāda,צד,tsád,direct_cognate_ar→he
صادق,ṣādiq,צדיק,tsadík,direct_cognate_ar→he
صاع,ṣāʕ,א־ח־ר,ʾ-kh-r,shared_proto_semitic_root
صاع,ṣāʕ,ב־ר־ך,b-r-k,shared_proto_semitic_root
صاع,ṣāʕ,ג־נ־ן,g-n-n,shared_proto_semitic_root
صاع,ṣāʕ,דוד,dod,shared_proto_semitic_root
صاع,ṣāʕ,י־ש־ב,y-sh-b,shared_proto_semitic_root
صاع,ṣāʕ,ידה,yadá,shared_proto_semitic_root
صاع,ṣāʕ,ירה,yará,shared_proto_semitic_root
صاع,ṣāʕ,כבד,kavéd,shared_proto_semitic_root
صاع,ṣāʕ,כיפר,kipér,shared_proto_semitic_root
صاع,ṣāʕ,כרוב,kruv,shared_proto_semitic_root
صاع,ṣāʕ,מחסנית,makhsanít,shared_proto_semitic_root
صاع,ṣāʕ,סאה,se'a,direct_cognate_ar→he
صاع,ṣāʕ,צלחת,tsalákhat,shared_proto_semitic_root
صالون,ṣālūn,סלון,salón,shared_borrowing_source
صام,ṣāma,צם,tsám,direct_cognate_ar→he;direct_cognate_he→ar
صبا,ṣabā,צבא,tsaváʾ,direct_cognate_he→ar
صبغ,ṣabaḡa,צבע,tséva',direct_cognate_ar→he;direct_cognate_he→ar
صتم,ṣatama,סתם,stám,direct_cognate_ar→he;direct_cognate_he→ar
صحن,ṣaḥn,א־ח־ר,ʾ-kh-r,shared_proto_semitic_root
صحن,ṣaḥn,ב־ר־ך,b-r-k,shared_proto_semitic_root
صحن,ṣaḥn,ג־נ־ן,g-n-n,shared_proto_semitic_root
صحن,ṣaḥn,דוד,dod,shared_proto_semitic_root
صحن,ṣaḥn,י־ש־ב,y-sh-b,shared_proto_semitic_root
صحن,ṣaḥn,ידה,yadá,shared_proto_semitic_root
صحن,ṣaḥn,ירה,yará,shared_proto_semitic_root
صحن,ṣaḥn,כבד,kavéd,shared_proto_semitic_root
صحن,ṣaḥn,כיפר,kipér,shared_proto_semitic_root
صحن,ṣaḥn,כרוב,kruv,shared_proto_semitic_root
صحن,ṣaḥn,מחסנית,makhsanít,shared_proto_semitic_root
صحن,ṣaḥn,צלחת,tsalákhat,direct_cognate_ar→he;direct_cognate_he→ar;shared_proto_semitic_root
صحو,,צח,tsákh,direct_cognate_he→ar
صحيح,ṣaḥīḥ,צח,tsákh,direct_cognate_ar→he
صدغ,ṣadḡ,צדע,,direct_cognate_ar→he
صدقة,ṣadaqa,צדקה,ts'daká,direct_cognate_ar→he;direct_cognate_he→ar
صديق,ṣadīq,צדיק,tsadík,direct_cognate_he→ar
صرح,ṣaraḥa,צריח,ts'ríakh,direct_cognate_ar→he
صرخ,ṣaraḵa,צרח,tsarákh,direct_cognate_ar→he;direct_cognate_he→ar
صرصر,ṣarṣara,צרצר,tsratsár,direct_cognate_he→ar
صرصور,ṣurṣūr,צרצר,tsratsár,direct_cognate_ar→he
صعد,ṣaʕida,צעד,tsá'ad,direct_cognate_ar→he
صغر,ṣaḡura,צעיר,tsa'ír,shared_proto_semitic_root
صغير,ṣaḡīr,צעיר,tsa'ír,direct_cognate_he→ar;shared_proto_semitic_root
